year,state,max_avg_temperature,min_avg_temperature,mean_temperature,max_temperature,min_temperature,num_frost_days,num_trop_nights,max_1day_precipitation,max_5day_cumulative_precipitation,precipitation
1950-01,USA,2.46,-7.38,-3.15,12.87,-19.08,21.57,0.21,17.24,40.6,90.09
1950-01,USA.2593214,20.03,12.03,15.29,25.26,0.16,0.81,0.24,24.25,41.76,99.14
1950-01,USA.2593215,-11.85,-19.05,-15.64,-2.19,-30.29,30.41,0,12.64,36.8,53.15
1950-01,USA.2593216,11.32,-1.62,3.74,20.46,-12,17.77,0,7.63,24.52,26.25
1950-01,USA.2593217,13.78,4.84,8.75,25.18,-5.77,10.71,0.68,48.4,129.4,299.96
1950-01,USA.2593218,7.53,-1.46,2.43,15.47,-10.09,17.02,0,26.01,60.36,159.27
1950-01,USA.2593219,2.21,-11.19,-5.72,12.7,-24.94,28.82,0,10.32,20.87,46.5
1950-01,USA.2593220,6.57,-1.34,2.28,17.43,-12.83,18.45,0,15.85,41.25,97.04
1950-01,USA.2593221,12.33,4.48,7.97,20.89,-4.35,7.25,0,10.64,49.95,67.72
1950-01,USA.2593222,13.17,4.25,7.9,23.97,-4.85,7.65,0,14.24,59.13,69.55
1950-01,USA.2593223,24.38,15.63,19.43,26.55,11.37,0,2.26,2.98,5.37,13.08
1950-01,USA.2593224,20.85,10.83,14.92,25.5,0.54,0.51,0,9.22,16.22,43.86
1950-01,USA.2593225,21.15,16.95,18.74,22.63,14.51,0,12.27,48.05,100.1,199.47
1950-01,USA.2593226,-4.89,-12.75,-9.25,5.7,-25.91,29.38,0,17.32,47.43,132.22
1950-01,USA.2593227,6.26,-3.97,0.37,19.95,-15.54,22.56,0,41.33,82.29,187.65
1950-01,USA.2593228,7.87,-1.79,2.62,21.13,-12.79,21.29,0,45,106.71,262.98
1950-01,USA.2593229,-1.33,-13.01,-8.02,8.89,-26.73,28.94,0,16.77,28.35,55.4
1950-01,USA.2593230,6.98,-6.79,-1.72,18.88,-19.56,25.74,0,7.28,13.3,19.71
1950-01,USA.2593231,12.56,3.52,7.66,23.56,-4.97,11.71,0,46.96,126.61,346.9
1950-01,USA.2593232,20.66,13.38,16.34,25.96,1.11,0.84,3.22,35.78,63.75,128
1950-01,USA.2593233,-1.33,-12.32,-7.16,12.24,-26.44,28.5,0,15.23,36.05,105.9
1950-01,USA.2593234,11.66,3.58,6.97,21.6,-5.79,8.5,0,12.51,53.44,75.89
1950-01,USA.2593235,5.16,-3,0.8,16.4,-15.27,21.47,0,19.97,51.25,117.7
1950-01,USA.2593236,0.14,-9.85,-5.48,12.06,-21.75,27.07,0,22.48,42.62,116.46
1950-01,USA.2593237,-12.03,-22.71,-17.95,-0.32,-33.75,30.89,0,14.27,21.76,53.68
1950-01,USA.2593238,19.68,11.29,14.71,25.92,-0.76,1.54,1.09,36.06,75.48,156.11
1950-01,USA.2593239,7.78,-2.91,1.49,20.88,-15.31,21.55,0.01,38.52,83.28,157.67
1950-01,USA.2593240,-12.77,-22.7,-18.4,5.14,-34.77,30.5,0,7.39,20.29,52.1
1950-01,USA.2593241,0.5,-13.35,-7.72,15.11,-27.54,29.99,0,6.35,10.16,20.84
1950-01,USA.2593242,0.42,-10.14,-5.48,9.49,-23.19,27.49,0,8.91,18.89,50.16
1950-01,USA.2593243,1.03,-9.77,-4.58,15.63,-24.82,27.39,0,17.44,47.06,130.55
1950-01,USA.2593244,9.9,1.66,5.4,20.93,-7.25,12.39,0,10.99,41.97,70.7
1950-01,USA.2593245,10.41,-2.95,2.54,19.66,-14.39,19.65,0,7.53,20.86,24.61
1950-01,USA.2593246,3.79,-5.16,-0.96,16.95,-19.57,23.16,0,20.1,48.8,145.61
1950-01,USA.2593247,16.95,7.32,11.37,23.72,-3.07,4.15,0.01,11.82,21.73,55.88
1950-01,USA.2593248,-18.54,-27.25,-23.48,-3.5,-36.08,31,0,10.08,18.22,36.87
1950-01,USA.2593249,8.72,-0.76,3.57,21.85,-12.27,18.87,0,35.42,91.94,227.74
1950-01,USA.2593250,11.39,-0.85,4.21,24.19,-13.16,17.18,0.02,21.72,46.66,78.34
1950-01,USA.2593251,-1.49,-8.52,-5.43,7.82,-23.35,26.49,0,28.63,71.56,237.65
1950-01,USA.2593252,7.76,-0.79,2.86,20.27,-11.66,17.68,0,22.22,58.26,139.9
1950-01,USA.2593253,7.31,-0.79,2.92,16.19,-12.63,17.53,0,15.36,36.11,90.87
1950-01,USA.2593254,19.87,9.63,13.7,25.02,-0.57,1.79,0,11.19,16.53,37.6
1950-01,USA.2593255,-9.9,-21.53,-16.37,3.9,-33.41,30.84,0,6,14.6,25
1950-01,USA.2593256,14.62,6.06,9.86,23.92,-3.44,5.65,0.01,42.09,114.53,303.71
1950-01,USA.2593257,18.19,6.88,11.35,27.28,-5.23,6.48,1.05,14.38,25.71,56.51
1950-01,USA.2593258,-0.78,-10.95,-6.57,8.42,-24.49,29.7,0,9.58,22.94,57.12
1950-01,USA.2593259,0.33,-10.82,-5.36,15.47,-27.15,28.04,0,17.09,43.99,132.19
1950-01,USA.2593260,14.11,4.51,8.44,23.66,-4.91,8.11,0,19.23,51.66,91.06
1950-01,USA.2593261,-6.74,-13.78,-10.63,4.72,-25.17,29.1,0,30.91,81.02,178.19
1950-01,USA.2593262,12.32,2.45,6.46,23.22,-9.4,12.49,0,27.59,91.94,184.23
1950-01,USA.2593263,-4.09,-15.85,-10.69,5.37,-30.4,29.38,0,17.35,30.82,75.48
1950-01,USA.2593264,-4.43,-14.67,-10.09,7.7,-29.09,29.42,0,7.8,21.02,53.43
1950-02,USA,3.77,-6.36,-2.09,11.9,-17.5,18.71,0.06,15.42,30.3,54.14
1950-02,USA.2593214,18.43,7.29,12.05,23.99,-2.05,3.54,0,21.53,46.07,95.57
1950-02,USA.2593215,-19.38,-26.29,-23.47,-7.37,-35.34,27.62,0,5.83,15.52,26.39
1950-02,USA.2593216,16.18,2.11,8.25,21.7,-5.08,10.44,0,7.18,15.62,15.78
1950-02,USA.2593217,14.38,3.72,8.03,22.06,-2.84,8.82,0,49.61,73.33,116.12
1950-02,USA.2593218,13.72,2.53,7.34,19.16,-6.76,8.26,0,27.57,51.94,68.18
1950-02,USA.2593219,6.55,-7.71,-1.71,13.98,-18.08,25.09,0,7.11,10.42,21.77
1950-02,USA.2593220,1.32,-6.83,-3.06,7.89,-19.9,24.79,0,25.75,46.23,105.44
1950-02,USA.2593221,7.19,0.76,3.54,13.08,-8.7,10.33,0,15.89,49.3,77.23
1950-02,USA.2593222,7.75,0.4,3.4,13.33,-7.06,10.3,0,19.37,59.76,80.68
1950-02,USA.2593223,22.86,12.31,17.16,26.98,3.59,0.34,0.69,9.13,12.54,19.02
1950-02,USA.2593224,18.63,7.14,12.16,24.78,-1.63,3.44,0,14.92,25.02,46.91
1950-02,USA.2593225,21.32,17.09,18.87,22.56,15.51,0,10.96,34.48,77.27,162.76
1950-02,USA.2593226,2.21,-6.4,-2.86,10.9,-26.07,23.86,0,11.93,31.64,68.26
1950-02,USA.2593227,3.77,-4.44,-0.91,10.34,-18.07,21.79,0,32.74,52.84,108.52
1950-02,USA.2593228,4.04,-4.11,-0.47,11.92,-17.95,22.02,0,41.34,80.34,160.83
1950-02,USA.2593229,-0.98,-10.46,-6.36,6.76,-22.92,26.97,0,17.2,25.67,49.11
1950-02,USA.2593230,11.12,-2.8,2.54,20.79,-13.05,19.08,0,11.09,17.39,28.48
1950-02,USA.2593231,9.51,0.48,4.32,18.65,-9.33,14.53,0,34.07,99.72,153.99
1950-02,USA.2593232,19.72,10.33,14.39,25.42,1.75,0.37,0.28,48.49,79.28,116.9
1950-02,USA.2593233,-5.17,-15.08,-10.49,2.9,-27.21,27.91,0,19,28.81,77.74
1950-02,USA.2593234,6.67,-0.16,2.72,11.99,-8.78,12.63,0,17.22,52.81,83.64
1950-02,USA.2593235,0.34,-8.35,-4.34,7.44,-21.61,26.12,0,26.85,46.01,106.04
1950-02,USA.2593236,-2.63,-10.32,-6.87,3.19,-22.05,27.6,0,21.8,39.09,72.36
1950-02,USA.2593237,-5.53,-16.16,-11.6,1.47,-29.33,28,0,4.81,7.87,15.82
1950-02,USA.2593238,18.17,7.23,11.94,24.34,-1.1,2.65,0,49.13,81.94,140.61
1950-02,USA.2593239,8.54,-1.53,2.39,16.15,-10.68,18.19,0,27.56,44.37,83.33
1950-02,USA.2593240,1.25,-7.94,-4.12,10.32,-24.38,25.82,0,6.34,14.92,29.28
1950-02,USA.2593241,5.33,-6.96,-2.18,15.89,-20.04,25.12,0,15.45,26.79,33.49
1950-02,USA.2593242,7.73,-4.76,0.69,16.02,-21.2,21.39,0,6.14,10.22,16.73
1950-02,USA.2593243,-3.41,-13.37,-8.8,5.19,-26.87,27.91,0,27.27,37.84,92.47
1950-02,USA.2593244,4.49,-2.45,0.61,10.13,-13.52,17.26,0,19.79,43,88.14
1950-02,USA.2593245,13.67,-1.06,5.37,19.11,-7.66,16.18,0,4.46,9.3,10.8
1950-02,USA.2593246,-1.75,-10.17,-6.17,4.91,-24.37,27.08,0,27.52,47.42,112.56
1950-02,USA.2593247,13.89,3.65,8.1,21.59,-4.75,8.71,0,12.09,23.51,51.22
1950-02,USA.2593248,-7.24,-16.89,-12.86,2.01,-27.14,28,0,4.91,6.91,12.68
1950-02,USA.2593249,4.03,-3.93,-0.5,14.9,-15.18,21.15,0,28.41,61.87,125.06
1950-02,USA.2593250,14.63,1.95,7,23.08,-6.16,10.24,0,20.27,31.86,46.2
1950-02,USA.2593251,4.89,-3.3,0.12,11.77,-21.75,18.43,0,15.29,37.96,103.29
1950-02,USA.2593252,2.13,-5.61,-2.17,7.96,-17.67,24.13,0,21.68,48.92,101.87
1950-02,USA.2593253,2.01,-6.01,-2.35,9.08,-18.71,24.01,0,23.27,47.02,98.08
1950-02,USA.2593254,17.32,6.33,11.26,24.36,-2.33,4.37,0,13.15,20.66,40.69
1950-02,USA.2593255,-0.8,-11.6,-7.12,7.93,-23.72,27.39,0,8.7,13,19.95
1950-02,USA.2593256,12.8,2.41,6.76,19.33,-4.74,12.2,0,36.03,86.36,153.26
1950-02,USA.2593257,19.55,7.17,12.24,26.95,-1.7,3.15,0.34,18.99,35.1,49.29
1950-02,USA.2593258,5.11,-6.22,-1.43,13.1,-20.43,23.67,0,7.66,13.11,23.94
1950-02,USA.2593259,-4.16,-14.52,-9.69,3.64,-30.15,28,0,24.09,38.28,92.26
1950-02,USA.2593260,9.35,0.33,4.12,16.56,-7.65,12.95,0,16.06,50.92,70.49
1950-02,USA.2593261,2.25,-3.95,-1.38,8.81,-24.84,18.45,0,24.1,63.53,184.01
1950-02,USA.2593262,6.68,-1.82,1.78,15.99,-11.31,17.42,0,23.67,88.58,112.31
1950-02,USA.2593263,-3.13,-12.52,-8.27,3.27,-25.97,28,0,15.86,22.74,38.24
1950-02,USA.2593264,2.87,-7.56,-3.37,11.9,-22.16,25.56,0,4.66,9.62,21.54
1950-03,USA,7.78,-2.99,1.68,16.63,-13.48,18.85,0.16,15.63,28.99,66.57
1950-03,USA.2593214,17.87,6.69,11.64,26.41,-0.78,2.95,0.01,31.2,61.54,147.93
1950-03,USA.2593215,-5.52,-13.62,-10.17,-1.09,-21.63,29.71,0,7.1,16.81,37.53
1950-03,USA.2593216,18.97,4.11,10.94,24.89,-4,7.71,0,9.29,15.73,20.76
1950-03,USA.2593217,15.91,4.51,9.32,26.03,-3.92,5.84,0.58,34.33,47.54,99.41
1950-03,USA.2593218,15.31,3.73,8.7,22.83,-2.92,7.64,0.01,17.77,38.27,70.83
1950-03,USA.2593219,7.45,-6.66,-0.54,15.76,-18.12,27.42,0,7.76,13.58,34.27
1950-03,USA.2593220,4.75,-4.46,-0.23,16.59,-18.89,22.94,0,18.62,33.9,93.27
1950-03,USA.2593221,9.78,1.82,5.24,19.4,-7.56,11.45,0,17.77,40.15,98.93
1950-03,USA.2593222,10.65,1.47,5.16,22.82,-7.69,14.95,0,20.48,39.15,93.69
1950-03,USA.2593223,23.33,13.14,17.72,28.95,4.92,0,2.63,18.48,36.61,78.73
1950-03,USA.2593224,18.02,7.13,11.97,27.89,-0.84,2.88,0,23.54,42.71,114.39
1950-03,USA.2593225,21.18,16.43,18.51,22.36,14.65,0,10.55,19.14,39.37,107.29
1950-03,USA.2593226,3.93,-4.28,-0.76,10.5,-13.8,24.84,0,19.85,38.8,113.13
1950-03,USA.2593227,7.94,-1.33,2.5,22.25,-14.59,17.48,0,25,35.16,82.69
1950-03,USA.2593228,7.84,-1.54,2.32,21.22,-14.61,17.2,0,33.44,42.92,94.83
1950-03,USA.2593229,3.65,-5.64,-1.46,19.38,-20.57,24.5,0,16.87,25.32,62.1
1950-03,USA.2593230,12.8,-1.41,4.29,27.08,-13.01,18.94,0,8.05,14.08,25.47
1950-03,USA.2593231,12.53,1.19,5.9,24.88,-8.97,13.11,0,26.69,43.78,103.38
1950-03,USA.2593232,19.68,9.43,14.01,27.23,1.29,0.29,1.06,35.1,63.81,146.68
1950-03,USA.2593233,-0.17,-9.85,-5.48,10.02,-26.24,28.94,0,21.59,29.29,91.41
1950-03,USA.2593234,9.31,0.97,4.42,20.41,-8.81,14.19,0,21.18,41.58,98.86
1950-03,USA.2593235,3.65,-5.46,-1.31,15.97,-19.96,24.18,0,21.89,32.58,85.52
1950-03,USA.2593236,0.74,-8.6,-4.33,11.73,-20.32,26.95,0,19.6,33.28,70.51
1950-03,USA.2593237,-1.71,-10.97,-6.64,7.85,-27.4,29.02,0,20.94,35.92,72.01
1950-03,USA.2593238,18.19,6.86,11.81,27.29,-1.06,2.12,0.18,36.25,66.54,164.57
1950-03,USA.2593239,11.19,0.16,4.59,24.38,-9.33,15.96,0,18.67,28.37,58.52
1950-03,USA.2593240,0.84,-8.26,-4.32,10.22,-24.76,28.74,0,14.5,27.82,71.55
1950-03,USA.2593241,5.98,-6.06,-1.11,20.84,-20.58,25.13,0,16.17,24.29,49.99
1950-03,USA.2593242,10.93,-1.96,3.72,19.13,-11.64,20.32,0,9.74,17.36,37.97
1950-03,USA.2593243,0.55,-9.01,-4.74,11.73,-24.99,28.18,0,23.75,37.37,102.42
1950-03,USA.2593244,7.86,-0.94,2.88,19.3,-12.19,17.22,0,22.61,43.03,105.15
1950-03,USA.2593245,16.31,0.44,7.72,22.79,-8.13,14.26,0,4.71,8.01,9.86
1950-03,USA.2593246,1.45,-7.85,-3.58,13.45,-23.97,27.31,0,22.51,40.79,106.43
1950-03,USA.2593247,14.81,4.1,8.78,26,-5,8.21,0,25.06,42.46,102.35
1950-03,USA.2593248,-2.56,-11.66,-7.61,6.11,-26.79,30.4,0,22.55,45.22,57.61
1950-03,USA.2593249,7.04,-2.51,1.49,23.28,-14.03,19.79,0,12.78,25.83,76.28
1950-03,USA.2593250,16.72,2.83,8.62,27.87,-8.59,10.38,0.11,10.1,18.67,25.59
1950-03,USA.2593251,6.74,-1.48,2.04,14.44,-9.28,19.28,0,22.71,51.45,145.25
1950-03,USA.2593252,5.17,-4.32,-0.25,19.38,-17.49,23.53,0,23.61,47.33,113.2
1950-03,USA.2593253,5.21,-3.47,0.47,17.65,-18.95,21.52,0,19.31,33.66,87.01
1950-03,USA.2593254,17.23,6.8,11.35,27.59,-1.33,3.08,0,25.04,36.31,103.79
1950-03,USA.2593255,0.91,-9,-4.72,14.96,-24.55,28.31,0,19.72,36.28,72.24
1950-03,USA.2593256,14.5,2.96,7.83,24.85,-5.71,9.83,0.01,36.81,61.61,138.58
1950-03,USA.2593257,22.15,7.58,13.88,30.83,-2.69,2.98,1.01,7.79,12.83,23.49
1950-03,USA.2593258,9.21,-2.99,2.3,16.5,-12.73,22.8,0,9.41,17.14,39.52
1950-03,USA.2593259,-0.47,-10.07,-5.62,11.02,-28.01,28.69,0,26.64,37.6,106.62
1950-03,USA.2593260,11.71,0.97,5.49,24.83,-8.64,14.21,0,16.9,37.23,92.86
1950-03,USA.2593261,5.35,-1.17,1.62,9.71,-8.41,18.21,0,25.53,63.85,182.4
1950-03,USA.2593262,9.03,-1.8,2.83,24.57,-13.49,19.52,0,17.7,39.98,116.6
1950-03,USA.2593263,0.18,-8.83,-4.71,8.86,-23.76,27.27,0,16.6,29.07,72.63
1950-03,USA.2593264,3.26,-7.39,-2.86,11.94,-19.48,28.18,0,10.54,21.19,58.84
1950-04,USA,13.24,1.79,6.89,21.48,-7.16,12.9,0.28,16.82,32.47,62.52
1950-04,USA.2593214,21.65,10.17,15.34,27.87,0.82,0.53,0.18,23.24,35.42,76.57
1950-04,USA.2593215,-1.55,-9.54,-5.86,4.16,-21.22,28.45,0,10.37,21.37,47.41
1950-04,USA.2593216,24.69,8.73,16.66,30.41,1.43,1.61,0.31,1.07,1.6,2.03
1950-04,USA.2593217,20.99,9.46,14.6,27.55,-0.37,1.06,0.02,31.32,79.47,113.54
1950-04,USA.2593218,20.86,7.1,13.37,28.5,0.94,4.69,0.2,15.82,34.26,39.38
1950-04,USA.2593219,13.86,-1.57,5.36,21.93,-9.6,18.87,0,13.93,23.89,47.91
1950-04,USA.2593220,11.47,2.7,6.63,20.99,-3.59,7.2,0,23.09,33.08,92.24
1950-04,USA.2593221,15.32,6.47,10.24,23.72,-2.04,2.21,0,10.59,23.3,64.76
1950-04,USA.2593222,16.9,6.13,10.53,25.97,-3.45,3.3,0,11.8,26.82,55.06
1950-04,USA.2593223,24.67,13.53,18.71,29.51,5.31,0,1.95,17.7,24.48,44.25
1950-04,USA.2593224,22.67,9.99,15.71,29.48,0.75,0.58,0.11,15.4,25.1,52.62
1950-04,USA.2593225,20.94,17.06,18.69,22.35,15.24,0,10.79,30.06,66.39,207.64
1950-04,USA.2593226,10.08,-1.32,3.62,17.12,-7.87,18.97,0,10.73,24.75,57.94
1950-04,USA.2593227,13.83,3.74,8.01,25.38,-4.85,6.81,0,32.05,67.2,132.93
1950-04,USA.2593228,13.34,3.4,7.72,23.76,-5.34,9.07,0,36.45,73.88,149.55
1950-04,USA.2593229,12.03,0.87,5.52,25.43,-7.28,13.91,0,25.57,40.93,80.69
1950-04,USA.2593230,18.72,4.37,10.6,31.59,-5.57,6.54,0.23,19.27,27.68,49.54
1950-04,USA.2593231,17.21,6.18,11.05,26.98,-2.64,5.03,0,22.73,47.79,96.39
1950-04,USA.2593232,22.68,13.35,17.59,27.45,4.87,0,2.15,32.26,80.27,121.69
1950-04,USA.2593233,6.91,-1.16,2.67,14.75,-8.24,17.55,0,29.57,52.55,95.92
1950-04,USA.2593234,14.96,5.61,9.54,23.71,-3.51,4.35,0,11.87,26.28,61.74
1950-04,USA.2593235,10.65,2.15,6.04,20.37,-3.97,8.17,0,24.3,38.36,100.46
1950-04,USA.2593236,6.31,-2.06,1.58,16.05,-11.88,19.4,0,24.48,47.25,106.43
1950-04,USA.2593237,5.01,-3.4,0.3,16.05,-12.9,23.66,0,24.63,39.14,90.72
1950-04,USA.2593238,21.95,10.79,15.8,28.21,1.92,0.08,0.3,29.77,80.58,113.08
1950-04,USA.2593239,16.96,5.54,10.42,28.75,-4.22,4.63,0,26.46,49.43,106.49
1950-04,USA.2593240,8.73,-2.2,2.51,16.94,-10.51,21.02,0,13.82,26.84,58.56
1950-04,USA.2593241,13.54,-0.26,5.5,28.95,-11.34,16.7,0,20.6,28.65,64.43
1950-04,USA.2593242,17.59,1.87,9.06,25.82,-6.18,12.02,0.01,9.69,17.46,25.38
1950-04,USA.2593243,8.19,-1.06,3.32,17.11,-9.27,16.35,0,30.63,45.76,94.92
1950-04,USA.2593244,14.25,4.72,8.84,24.02,-3.07,5.81,0,15.05,26.96,67.62
1950-04,USA.2593245,21.71,5.31,13.17,27.79,-1.43,4.65,0,6.68,9.78,11.69
1950-04,USA.2593246,9.25,-0.27,3.93,20.06,-9.12,15.05,0,16.84,28.61,86.62
1950-04,USA.2593247,20.31,8.65,13.79,29.01,-0.91,2.4,0.05,11.64,26.95,36.53
1950-04,USA.2593248,4.12,-4.47,-0.61,16.64,-13.63,24.83,0,18.51,30.47,54.23
1950-04,USA.2593249,12.29,2.52,6.88,22.47,-6.66,10.46,0,24.04,50.42,124.84
1950-04,USA.2593250,21.91,8.9,14.45,30.38,-1.04,1.72,0.13,22.8,39.3,61.31
1950-04,USA.2593251,12.36,0.63,5.67,20.84,-4.26,13.35,0,14.15,26.07,60.6
1950-04,USA.2593252,11.97,1.77,6.04,23.43,-7.27,11.65,0,15.7,36.87,98.93
1950-04,USA.2593253,11.15,3.35,6.95,20.9,-2.23,5.12,0,24.77,37.06,94.94
1950-04,USA.2593254,22.64,10.7,16.06,30.43,0.98,0.44,0.56,10.52,16.82,29.47
1950-04,USA.2593255,8.71,-2.2,2.4,23.04,-13.16,20.58,0,19.85,31.38,60.69
1950-04,USA.2593256,19.1,7.52,12.66,27.49,-2.06,3.53,0,18.91,49.97,80.2
1950-04,USA.2593257,25.64,12.62,18.19,32.17,4.23,0.34,2.24,22.1,44.16,62.84
1950-04,USA.2593258,16.29,1.21,8.07,23.5,-6.28,12.09,0,7.04,11.83,26.57
1950-04,USA.2593259,7.63,-2.23,2.5,16.36,-12.35,18.86,0,27.94,38.09,92.5
1950-04,USA.2593260,17.89,6.13,11.11,27.28,-3.53,5.03,0,11.96,35.18,45.44
1950-04,USA.2593261,10.09,0.81,4.97,17.2,-3.58,12.65,0,17.1,41.07,90.46
1950-04,USA.2593262,14.92,3.76,8.51,25.27,-6.81,8.89,0,18.13,40.95,96.51
1950-04,USA.2593263,6.79,-2.2,1.63,17.49,-10.88,20.18,0,27.19,41.79,101.63
1950-04,USA.2593264,9.76,-2.6,2.72,18.39,-13.45,20.39,0,15.27,28.62,76.49
1950-05,USA,19.26,7.91,13.21,26.39,0.54,5.91,2.08,17.23,35.79,74.57
1950-05,USA.2593214,28.48,18.68,23.01,32.25,14.78,0,7.89,22.8,40,97.42
1950-05,USA.2593215,5.77,-1.53,1.95,11.31,-8.39,18.53,0,9.92,24.19,59.5
1950-05,USA.2593216,26.56,10.09,18.79,32.35,1.57,1.48,1.02,2.61,2.69,3.39
1950-05,USA.2593217,26.7,16.89,21.28,31.36,11.89,0,5.17,35.36,82.9,141.83
1950-05,USA.2593218,23.53,8.98,15.95,32.72,1.12,3.27,1.31,8.07,16.98,19.68
1950-05,USA.2593219,16.95,2.15,9.21,24.26,-5.22,11.63,0,14.14,23.59,51.94
1950-05,USA.2593220,17.27,8.55,12.5,23.72,2.64,0.02,0,18.85,40.88,112.87
1950-05,USA.2593221,20.53,12.91,16.16,27.95,7.36,0,0,19.22,42.3,111.82
1950-05,USA.2593222,22.25,13.56,17.24,30.31,7.2,0,0,22.15,41.73,123.81
1950-05,USA.2593223,29.64,20.14,24.54,32.71,16.8,0,16.89,15.71,30.93,55.58
1950-05,USA.2593224,28.99,18.23,23.09,33.11,14.89,0,5.96,19.02,33.8,80.62
1950-05,USA.2593225,21.84,17.53,19.44,23.18,15.85,0,13.06,28.24,72.68,181
1950-05,USA.2593226,14.62,1.02,7.52,22.04,-4.45,13.97,0,8.61,21.78,39.19
1950-05,USA.2593227,23.29,12.85,17.61,30.99,4.22,0,0.79,20.3,37.57,84.22
1950-05,USA.2593228,23.04,12.12,17.2,29.98,5.12,0,0.16,20.09,35.48,85.39
1950-05,USA.2593229,21.45,10.29,15.37,30.28,-0.53,0.64,0.34,33.44,64.95,152.58
1950-05,USA.2593230,24.49,11.49,17.2,32.72,2.72,0.07,0.81,24.87,55.66,113.5
1950-05,USA.2593231,24.62,14.64,19.12,30.22,8.67,0,0.55,26.22,51.82,144.63
1950-05,USA.2593232,28.62,20.04,23.93,30.97,16.57,0,14.8,29.9,82.85,104.27
1950-05,USA.2593233,17.34,5.7,11.4,26.71,-4.82,2.62,0,6.98,29.31,27.37
1950-05,USA.2593234,20.93,12.86,16.33,27.68,6.58,0.04,0,23.56,47.12,126.12
1950-05,USA.2593235,16.95,7.92,12.1,23.8,0.96,0.35,0,15.34,31.83,84.01
1950-05,USA.2593236,17.94,6.44,11.65,26.4,-2.27,2.6,0,15.78,27.42,58.48
1950-05,USA.2593237,16.36,5.81,10.54,28.67,-2.99,3.24,0.01,30.41,62.11,137.3
1950-05,USA.2593238,28.63,18.91,23.25,32.14,14.87,0,8.9,29.35,75.92,110.43
1950-05,USA.2593239,24.24,14.15,18.6,30.82,5.13,0,1.49,36.22,78.03,152.78
1950-05,USA.2593240,14.83,2.57,8.1,24.08,-5.67,10.12,0,10.26,20.04,45.53
1950-05,USA.2593241,19.43,7.39,12.58,31.63,-2.7,2.47,0.02,31.01,62.12,132.93
1950-05,USA.2593242,20.5,5.08,12.76,29.42,-4.06,7.08,0.14,5.7,14.36,23.35
1950-05,USA.2593243,17.19,5.87,11.34,24.98,-3.76,2.47,0,15.9,40.03,69.98
1950-05,USA.2593244,19.54,10.95,14.69,26.74,3.84,0,0,21.93,33.32,97.14
1950-05,USA.2593245,24.77,8.77,16.82,30.01,0.85,1.54,0.04,4.82,6.77,12.51
1950-05,USA.2593246,18.02,7.8,12.55,25.51,-1.27,1.61,0,17.85,38.33,101.21
1950-05,USA.2593247,25.27,15.56,19.93,32.25,7.89,0,2.6,25.43,45.29,114.99
1950-05,USA.2593248,14.47,4.5,8.99,27.38,-6.52,5.58,0,25.65,70.4,117.14
1950-05,USA.2593249,22.13,11.09,16.23,28.99,1.66,0.19,0,22.05,31.25,82.12
1950-05,USA.2593250,26.42,15.23,20.13,31.74,8.75,0,3.65,33.68,70.59,141.22
1950-05,USA.2593251,17.15,3.09,9.64,26.03,-2.22,7.56,0,11.26,28.83,38.93
1950-05,USA.2593252,19.9,9.63,14.31,26.57,0.66,0.44,0,23.68,44.68,120.03
1950-05,USA.2593253,16.49,8.48,12.14,22.5,2.96,0,0,15.97,31.34,78.6
1950-05,USA.2593254,28.52,18.07,22.77,33.66,12.58,0,7.94,20.14,33.53,73.27
1950-05,USA.2593255,17.53,6.08,11.03,30.41,-6.45,3.47,0,28.1,62.37,114.04
1950-05,USA.2593256,25.87,16.26,20.49,30.45,12.22,0,2.11,34.96,63.8,162.25
1950-05,USA.2593257,29.85,17.89,23.25,34.16,12.65,0,11.15,22.4,38.48,73.32
1950-05,USA.2593258,18.56,3.91,11.23,26.51,-4.65,7.69,0,10.03,19.91,33.53
1950-05,USA.2593259,17.36,6.13,11.54,25.74,-4.09,2.88,0,15.96,31.59,78.68
1950-05,USA.2593260,22.72,13.29,17.45,30.8,6.17,0,0.35,22.86,50.82,143.69
1950-05,USA.2593261,15.66,3.82,9.27,23.46,-0.48,6.69,0,9.88,23.16,42.43
1950-05,USA.2593262,21.49,11.77,16.17,28.71,4.01,0,0,23.37,50.94,162.06
1950-05,USA.2593263,18.22,6.95,12.12,28.24,-2.7,2.34,0.02,21.29,32.33,85.8
1950-05,USA.2593264,12.86,0.63,6.15,21.93,-8.14,14.88,0,14.25,29.58,66.19
1950-06,USA,24.67,12.89,18.44,31.2,5.74,1.09,6.46,18.93,33.15,69.72
1950-06,USA.2593214,30.93,21.21,25.71,35.88,14.81,0,23.24,19.91,37.39,70.88
1950-06,USA.2593215,12.52,4.77,8.43,19.32,-1.33,3.61,0,15.85,31.61,81.53
1950-06,USA.2593216,32.44,15.2,24.34,38.67,7.18,0.02,5.5,1.57,2.36,2.58
1950-06,USA.2593217,30.35,20.67,25.12,36.07,13.19,0,20.53,29.74,53.97,71.49
1950-06,USA.2593218,27.21,12.19,19.38,37.04,5,0.76,3.13,5.4,10.91,16.43
1950-06,USA.2593219,24.97,8.44,16.47,29.79,1,3.47,0.68,7.59,12.57,21.85
1950-06,USA.2593220,23.7,13.87,18.65,30.63,8.07,0,0.55,18.21,35.13,65.95
1950-06,USA.2593221,26.24,18,21.97,32.19,12.55,0,8.59,25.95,39.34,96.71
